,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.40,15.21,18.09,18.91,26.56,13.03,26.29,15.86,8.80,17.26
Price/Earnings Average,10.14,12.68,15.97,17.27,22.88,16.77,24.08,17.13,7.99,14.80
Price/Earnings High,13.67,15.46,18.46,20.64,26.93,19.41,28.91,20.17,9.34,17.60
Price/Earnings Low,7.55,11.02,13.48,14.23,19.38,12.03,17.85,13.80,6.47,11.54
Price/Book Value,1.94,2.38,3.18,3.77,4.56,5.02,6.57,4.74,4.60,5.40
Price/Book Value Average,1.47,1.99,2.81,3.44,3.93,6.46,6.02,5.12,4.18,4.63
Price/Book Value High,1.98,2.42,3.24,4.11,4.62,7.47,7.23,6.03,4.88,5.51
Price/Book Value Low,1.10,1.72,2.37,2.84,3.32,4.63,4.46,4.12,3.38,3.61
Price/Tangible Book Value,-13.64,-5.73,-4.97,-5.66,-9.88,-3.49,-5.36,-6.53,-11.63,-32.29
Price/Tangible Book Value Average,-10.32,-4.78,-4.38,-5.17,-8.51,-4.49,-4.91,-7.06,-10.56,-27.69
Price/Tangible Book Value High,-13.91,-5.83,-5.07,-6.18,-10.02,-5.19,-5.90,-8.31,-12.34,-32.92
Price/Tangible Book Value Low,-7.68,-4.15,-3.70,-4.26,-7.21,-3.22,-3.64,-5.68,-8.56,-21.58
Price/Sales,1.06,1.31,1.53,1.70,2.07,1.40,1.75,1.37,1.73,2.31
Price/Sales Average,0.80,1.09,1.35,1.55,1.79,1.80,1.60,1.48,1.57,1.98
Price/Sales High,1.08,1.33,1.56,1.85,2.10,2.08,1.92,1.75,1.83,2.35
Price/Sales Low,0.60,0.95,1.14,1.28,1.51,1.29,1.19,1.20,1.27,1.54
Price/Cash Flow,10.53,12.14,16.65,14.79,20.48,11.00,13.75,11.75,17.28,29.13
Price/Cash Flow Average,7.97,10.12,14.70,13.50,17.65,14.15,12.60,12.69,15.70,24.98
Price/Cash Flow High,10.74,12.34,16.99,16.14,20.77,16.38,15.13,14.94,18.34,29.70
Price/Cash Flow Low,5.94,8.79,12.40,11.13,14.94,10.15,9.34,10.22,12.71,19.47
Price/Free Cash Flow,9.36,10.14,13.83,11.25,15.22,8.33,10.67,8.86,12.42,19.58
Price/Free Cash Flow Average,7.08,8.45,12.21,10.27,13.11,10.73,9.77,9.57,11.28,16.79
Price/Free Cash Flow High,9.55,10.30,14.12,12.27,15.43,12.41,11.74,11.27,13.18,19.96
Price/Free Cash Flow Low,5.27,7.34,10.30,8.46,11.10,7.69,7.25,7.71,9.14,13.08
EV/Sales,1.04,1.34,1.64,1.85,2.19,1.78,2.11,1.68,1.99,2.61
EV/Sales Average,0.79,1.13,1.47,1.70,1.91,2.18,1.97,1.79,1.83,2.29
EV/Sales High,1.06,1.36,1.67,2.00,2.22,2.45,2.29,2.06,2.09,2.66
EV/Sales Low,0.60,0.99,1.27,1.43,1.63,1.68,1.56,1.50,1.54,1.86
EV/EBITDA,7.07,8.76,10.88,12.40,15.00,11.71,14.34,11.61,14.45,19.36
EV/EBITDA Average,5.40,7.40,9.74,11.42,13.04,14.30,13.36,12.37,13.32,16.95
EV/EBITDA High,7.20,8.89,11.08,13.41,15.19,16.13,15.52,14.18,15.20,19.69
EV/EBITDA Low,4.08,6.50,8.40,9.63,11.17,11.02,10.57,10.38,11.21,13.75
EV/EBIT,8.19,10.03,12.54,14.17,17.16,14.19,18.02,15.22,19.32,26.57
EV/EBIT Average,6.26,8.47,11.22,13.06,14.91,17.33,16.78,16.22,17.82,23.26
EV/EBIT High,8.34,10.18,12.77,15.33,17.38,19.54,19.50,18.60,20.32,27.03
EV/EBIT Low,4.72,7.44,9.68,11.01,12.78,13.35,13.29,13.61,15.00,18.87
Last Price,113.93,150.76,190.08,232.58,306.91,242.25,349.07,302.61,384.53,545.61
High Price,116.19,153.19,193.99,253.80,311.15,360.88,383.89,385.01,408.03,556.27
Low Price,64.20,109.17,141.58,175.00,223.88,223.63,237.08,263.31,282.88,364.62
Enterprise Value,25569,32053,38559,45234,56603,53634,71533,61889,70939,95688
Enterprise Value Average,19541,27066,34512,41687,49203,65501,66604,65931,65425,83777
Enterprise Value High,26061,32536,39268,48949,57341,73873,77377,75627,74612,97321
Enterprise Value Low,14748,23779,29766,35154,42148,50457,52736,55337,55053,67968
