,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,463,534,751,886,1038,1462,1619,2381,4191,5896
+ Depreciation & Amortization,23,38,54,61,55,62,72,80,74,81
+ Non-Cash Items,214,156,109,154,201,267,104,66,121,205
+ Stock-Based Compensation,19,26,42,49,59,56,73,78,91,105
+ Deferred Income Taxes,131,17,3,75,111,171,20,14,-10,29
+ Asset Impairment Charge,0,0,10,7,0,0,0,0,0,0
+ Other Non-Cash Adj,64,112,54,22,31,41,11,-26,40,70
+ Chg in Non-Cash Work Cap,-1930,-1389,-213,-483,-859,-1247,-903,-1105,-3852,-5620
+ (Inc) Dec in Accts Receiv,14,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Inventories,-2051,-1432,-89,-506,-947,-1057,-592,-1063,-3759,-5185
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,140,116,60,52,84,129,126,566,845,1036
+ Inc (Dec) in Other,-33,-73,-184,-29,4,-319,-437,-608,-938,-1470
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,-1231,-661,700,618,435,545,892,1422,534,562
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-58,-100,-56,-86,-157,-68,-127,-96,-267,-148
+ Acq of Fixed Prod Assets,-58,-100,-56,-86,-157,-68,-127,-96,-267,-148
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,279,0,-15,36,-9,7,0,0,0,0
+ Dec in LT Investment,327,0,0,36,0,7,0,0,0,0
+ Inc in LT Investment,-47,0,-15,0,-9,0,0,0,0,0
+ Net Cash From Acq & Div,-9,-244,-71,-82,-4,-142,-311,-5,-24,-271
+ Cash from Divestitures,0,0,0,0,0,18,4,4,0,0
+ Cash for Acq of Subs,-9,-244,-71,-82,-4,-159,-316,-10,-24,-271
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-31,62,46,20,-1,205,45,-64,40,5
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,181,-282,-95,-113,-171,3,-394,-166,-252,-415
+ Dividends Paid,-60,-49,-92,-119,-150,-188,-223,-256,-289,-316
+ Net Cash From Debt,963,631,135,-550,-410,200,93,907,1077,573
+ Cash From Debt,1308,1428,1591,0,835,2164,2528,2346,1904,4374
+ Repayments of Debt,-345,-797,-1456,-550,-1245,-1964,-2435,-1439,-826,-3801
+ Cash (Repurchase) of Equity,0,0,0,-6,-61,-138,-399,-399,-893,-1192
+ Increase in Capital Stock,0,0,0,0,0,0,101,0,34,2
+ Decrease in Capital Stock,0,0,0,-6,-61,-138,-499,-399,-927,-1193
+ Other Financing Activities,36,46,74,88,61,44,39,18,20,125
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,939,628,117,-586,-559,-82,-490,271,-85,-811
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,-111,-316,722,-81,-295,465,8,1526,197,-664
EBITDA,662,829,1156,1396,1631,2056,2112,2971,5393,7652
EBITDA Margin (%),10.58,10.33,10.68,11.48,11.58,12.79,12.00,14.63,19.42,22.85
Net Cash Paid for Acquisitions,9,244,71,82,4,142,311,5,25,272
Free Cash Flow,-1289,-762,644,532,278,477,765,1325,267,414
Free Cash Flow to Firm,-1286,-762,644,532,278,477,765,1325,267,414
Free Cash Flow to Equity,-326,-131,779,-18,-132,677,858,2232,1344,986
Free Cash Flow per Basic Share,-4.00,-2.24,1.76,1.43,0.74,1.27,2.05,3.63,0.74,1.18
Price/Free Cash Flow,-6.11,-13.54,14.09,16.06,25.54,26.37,19.31,18.05,39.45,34.16
Cash Flow to Net Income,-2.66,-1.24,0.93,0.70,0.42,0.37,0.55,0.60,0.13,0.10
