,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.70,8.39,8.64,8.05,7.32,7.76,8.87,8.62,7.99,7.79
Days Sales Outstanding,41.93,43.49,42.23,45.34,49.86,47.02,41.13,42.33,45.68,46.87
Inventory Turnover,6.90,7.22,7.67,7.48,7.92,8.07,8.28,7.88,8.62,10.46
Days Inventory Outstanding,52.92,50.54,47.60,48.77,46.10,45.25,44.10,46.29,42.36,34.89
Accounts Payable Turnover,18.30,16.50,16.14,16.15,17.11,16.08,15.37,13.25,13.32,14.18
Accounts Payable Turnover Days,19.94,22.12,22.61,22.60,21.34,22.70,23.74,27.55,27.41,25.73
Cash Conversion Cycle,74.91,71.90,67.22,71.51,74.62,69.56,61.49,61.07,60.62,56.02
Inventory to Cash Days,-10.99,-7.05,-5.37,-3.44,3.76,1.77,-2.97,-3.97,3.32,11.98
Inventories,345,322,347,346,384,429,458,449,521,579
Raw Materials,67,45,48,51,55,54,61,66,99,134
Work In Process,7,1,1,1,2,3,6,5,4,6
Finished Goods,271,275,298,294,328,373,392,378,418,439
Other Inventory,0,0,0,0,0,0,0,0,0,0
