,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,28.26,31.42,28.56,24.40,27.58,35.93,47.21,21.54,24.87,30.54
Price/Earnings Average,24.12,31.62,26.37,24.25,24.10,37.49,43.93,16.41,19.83,32.81
Price/Earnings High,28.30,34.40,28.88,26.80,27.95,45.71,50.31,22.97,25.05,43.79
Price/Earnings Low,20.16,27.77,22.09,18.48,19.08,32.88,35.24,9.64,14.95,24.71
Price/Book Value,2.59,2.58,2.87,2.57,3.24,3.15,3.68,4.35,5.54,3.49
Price/Book Value Average,2.21,2.59,2.65,2.55,2.83,3.29,3.42,3.32,4.42,3.75
Price/Book Value High,2.60,2.82,2.90,2.82,3.28,4.01,3.92,4.64,5.59,5.00
Price/Book Value Low,1.85,2.28,2.22,1.94,2.24,2.88,2.74,1.95,3.33,2.82
Price/Tangible Book Value,-7.62,-6.77,-9.16,-11.11,-4.37,-5.45,-6.80,-14.63,-5.79,-7.18
Price/Tangible Book Value Average,-6.50,-6.81,-8.46,-11.04,-3.82,-5.69,-6.32,-11.14,-4.62,-7.71
Price/Tangible Book Value High,-7.63,-7.41,-9.26,-12.20,-4.43,-6.94,-7.24,-15.60,-5.83,-10.30
Price/Tangible Book Value Low,-5.43,-5.98,-7.08,-8.41,-3.02,-4.99,-5.07,-6.55,-3.48,-5.81
Price/Sales,2.15,2.22,2.68,2.70,3.58,3.08,3.73,4.14,4.57,5.34
Price/Sales Average,1.84,2.23,2.48,2.69,3.12,3.21,3.47,3.16,3.65,5.74
Price/Sales High,2.15,2.43,2.71,2.97,3.62,3.91,3.97,4.42,4.61,7.66
Price/Sales Low,1.53,1.96,2.07,2.05,2.47,2.82,2.78,1.85,2.75,4.32
Price/Cash Flow,29.37,17.61,21.13,16.30,27.98,27.48,29.56,17.57,16.43,26.02
Price/Cash Flow Average,25.07,17.72,19.51,16.21,24.45,28.68,27.51,13.39,13.11,27.95
Price/Cash Flow High,29.41,19.28,21.37,17.91,28.36,34.96,31.49,18.74,16.55,37.31
Price/Cash Flow Low,20.95,15.56,16.34,12.35,19.36,25.15,22.06,7.86,9.88,21.06
Price/Free Cash Flow,23.76,16.24,19.38,15.05,24.75,21.32,23.96,16.49,15.56,23.16
Price/Free Cash Flow Average,20.28,16.34,17.89,14.96,21.63,22.25,22.30,12.56,12.41,24.88
Price/Free Cash Flow High,23.79,17.78,19.59,16.53,25.09,27.13,25.53,17.58,15.67,33.21
Price/Free Cash Flow Low,16.95,14.35,14.99,11.40,17.12,19.52,17.89,7.38,9.35,18.74
EV/Sales,2.50,2.61,3.01,3.03,4.37,3.70,4.43,4.64,5.87,6.59
EV/Sales Average,2.19,2.62,2.81,3.01,3.92,3.83,4.17,3.64,4.86,6.99
EV/Sales High,2.50,2.82,3.04,3.29,4.42,4.54,4.67,4.91,5.91,8.91
EV/Sales Low,1.89,2.35,2.41,2.37,3.27,3.44,3.48,2.33,3.89,5.57
EV/EBITDA,14.02,17.12,16.56,16.50,23.37,19.93,21.09,14.22,17.43,18.65
EV/EBITDA Average,12.25,17.21,15.43,16.41,20.97,20.65,19.86,11.18,14.44,19.78
EV/EBITDA High,14.03,18.50,16.72,17.95,23.63,24.44,22.26,15.07,17.54,25.22
EV/EBITDA Low,10.56,15.43,13.23,12.93,17.49,18.53,16.60,7.16,11.54,15.76
EV/EBIT,20.99,26.04,22.74,22.22,31.10,30.67,32.63,17.77,22.05,29.38
EV/EBIT Average,18.35,26.18,21.19,22.10,27.90,31.79,30.73,13.97,18.27,31.15
EV/EBIT High,21.02,28.14,22.96,24.17,31.45,37.62,34.43,18.84,22.19,39.72
EV/EBIT Low,15.82,23.47,18.17,17.41,23.27,28.51,25.67,8.95,14.60,24.83
Last Price,41.35,44.08,53.93,52.15,73.12,77.29,96.66,140.58,199.56,140.22
High Price,41.41,48.26,54.52,57.28,74.12,98.33,103.00,149.95,201.03,201.05
Low Price,29.50,38.96,41.70,39.50,50.59,70.74,72.16,62.91,119.95,113.46
Enterprise Value,5419,5836,6817,6404,9874,10276,12771,17535,29744,21820
Enterprise Value Average,4737,5867,6352,6370,8857,10649,12026,13783,24644,23134
Enterprise Value High,5425,6306,6883,6966,9984,12603,13476,18585,29929,29503
Enterprise Value Low,4084,5260,5447,5017,7387,9552,10048,8829,19694,18440
