,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,4.67,4.76,4.97,4.89,4.62,4.69,4.25,3.92,4.55,4.05
Days Sales Outstanding,78.10,76.73,73.37,74.59,79.07,77.85,85.93,93.13,80.28,90.18
Inventory Turnover,4.68,4.51,4.32,4.12,3.96,4.17,4.28,3.84,3.89,2.57
Days Inventory Outstanding,78.07,80.91,84.55,88.57,92.26,87.63,85.30,95.08,93.83,142.22
Accounts Payable Turnover,7.16,7.37,7.59,6.62,6.61,6.43,6.59,6.50,6.81,3.51
Accounts Payable Turnover Days,51.01,49.53,48.06,55.17,55.24,56.79,55.35,56.15,53.57,103.98
Cash Conversion Cycle,105.16,108.11,109.86,107.98,116.09,108.69,115.88,132.05,120.54,128.42
Inventory to Cash Days,0.03,-4.19,-11.18,-13.98,-13.19,-9.78,0.64,-1.95,-13.56,-52.03
Inventories,261,285,288,247,352,338,357,515,625,405
Raw Materials,93,96,99,79,122,119,131,205,229,191
Work In Process,16,19,18,7,18,18,26,35,70,68
Finished Goods,153,171,171,161,211,201,200,274,326,147
Other Inventory,0,0,0,0,0,0,0,0,0,0
