,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4657,4958,6042,5717,8070,8548,10743,15758,25193,17710
- Cash & Cash Equivalents,173,175,238,359,202,163,192,402,618,454
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,935,1053,1013,1046,2006,1891,2220,2179,5169,4564
Enterprise Value,5419,5836,6817,6404,9874,10276,12771,17535,29744,21820
Total Capital,2732,2976,3116,3275,4497,4604,5144,5798,9713,9642
Total Debt/Capital (%),34.22,35.38,32.50,31.95,44.61,41.08,43.17,37.58,53.22,47.34
Total Debt / EV,0.17,0.18,0.15,0.16,0.20,0.18,0.17,0.12,0.17,0.21
EV/Sales,2.50,2.61,3.01,3.03,4.37,3.70,4.43,4.64,5.87,6.59
EV/EBITDA,14.02,17.12,16.56,16.50,23.37,19.93,21.09,14.22,17.43,18.65
EV/EBIT,20.99,26.04,22.74,22.22,31.10,30.67,32.63,17.77,22.05,29.38
EV/Cash Flow to Firm,25.50,18.47,21.29,16.53,31.68,27.57,30.08,18.81,20.03,28.59
EV/Free Cash Flow to Firm,21.55,17.00,19.56,15.28,28.15,22.05,25.00,17.61,18.93,25.71
Diluted Market Cap,4693,5014,6111,5753,8106,8620,10778,15757,23283,17727
Diluted Enterprise Value,5455,5892,6886,6440,9910,10349,12806,17534,27834,21837
EV per Share,48.11,51.89,60.85,58.42,89.47,92.92,114.91,156.43,235.61,172.76
TTM Sales,2166,2237,2262,2116,2257,2778,2884,3783,5067,3312
TTM EBITDA,387,341,412,388,422,516,605,1233,1707,1170
TTM Operating Income,258,224,300,288,317,335,391,987,1349,743
TTM Cash Flow to Firm,212,316,320,387,312,373,425,932,1485,763
TTM Free Cash Flow to Firm,251,343,348,419,351,466,511,996,1571,849
