,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,4171,4506,4192,4694,5177,5964,6784,7679,9633,12726
+ Sales & Services Revenue,4171,4506,4192,4694,5177,5964,6784,7679,9633,12726
- Cost of Revenue,577,668,725,752,809,977,1167,1378,1683,2406
+ Cost of Goods & Services,577,668,725,752,809,977,1167,1378,1683,2406
Gross Profit,3594,3838,3467,3942,4368,4987,5617,6301,7950,10320
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2361,2540,2581,2700,2973,3490,3763,4125,5450,7749
"+ Selling, General & Admin",1641,1762,1771,1807,1973,2298,2524,2727,3626,4986
+ Research & Development,685,758,798,881,998,1186,1233,1392,1678,2347
+ Other Operating Expense,35,20,12,12,2,6,6,6,146,416
Operating Income (Loss),1233,1298,886,1242,1395,1497,1854,2176,2500,2571
- Non-Operating (Income) Loss,23,0,174,39,28,-6,-27,-22,-56,29
"+ Interest Expense, Net",23,0,26,43,28,-6,-27,-22,-56,29
+ Interest Expense,30,31,27,39,31,20,15,14,29,81
- Interest Income,7,31,1,-4,3,26,42,36,85,52
+ Other Non-Op (Income) Loss,0,0,148,-4,0,0,0,0,0,0
Pretax Income,1210,1298,712,1203,1367,1503,1881,2198,2556,2542
- Income Tax Expense (Benefit),387,447,299,397,396,292,324,372,494,476
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,823,851,413,806,971,1211,1557,1826,2062,2066
- Net Extraordinary Losses (Gains),-35,-46,48,-173,0,0,0,0,0,0
+ Discontinued Operations,35,46,-48,173,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-70,-92,96,-346,0,0,0,0,0,0
Income (Loss) Incl. MI,858,897,365,979,971,1211,1557,1826,2062,2066
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",858,897,365,979,971,1211,1557,1826,2062,2066
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",858,897,365,979,971,1211,1557,1826,2062,2066
Basic Weighted Avg Shares,297,285,281,262,257,256,260,261,270,280
"Basic EPS, GAAP",2.89,3.15,1.30,3.74,3.78,4.73,5.99,7.00,7.64,7.38
Basic EPS from Cont Ops,2.77,2.99,1.47,3.08,3.78,4.73,5.99,7.00,7.64,7.38
Diluted Weighted Avg Shares,303,291,286,265,261,261,264,264,273,284
"Diluted EPS, GAAP",2.83,3.08,1.28,3.69,3.72,4.64,5.90,6.92,7.55,7.27
Diluted EPS from Cont Ops,2.72,2.92,1.44,3.04,3.72,4.64,5.90,6.92,7.55,7.27
EBITDA,1465,1495,1117,1480,1631,1750,2079,2394,2863,3317
EBITDA Margin (%),35.12,33.18,26.65,31.53,31.50,29.34,30.65,31.18,29.72,26.06
EBITA,1233,1298,886,1242,1395,1497,1854,2176,2500,2571
EBIT,1233,1298,886,1242,1395,1497,1854,2176,2500,2571
Gross Margin (%),86.17,85.18,82.71,83.98,84.37,83.62,82.80,82.05,82.53,81.09
Operating Margin (%),29.56,28.81,21.14,26.46,26.95,25.10,27.33,28.34,25.95,20.20
Profit Margin (%),20.57,19.91,8.71,20.86,18.76,20.31,22.95,23.78,21.41,16.23
Sales per Employee,521375,563250,544416,594177,631341,670112,721702,724434,713556,735607
Dividend per Share,0.68,0.77,1.01,1.21,1.37,1.59,1.93,2.15,2.39,2.76
Depreciation Expense,232,197,231,238,236,253,225,218,363,746
