,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,3997,4184,2891,3110,3341,3645,3339,4511,4375,5912
"+ Cash, Cash Equivalents & STI",904,570,403,349,288,190,108,960,559,370
+ Cash & Cash Equivalents,904,570,403,349,288,190,108,960,559,370
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,1611,1477,1509,1623,1731,1957,1860,2114,2571,3487
"+ Accounts Receivable, Net",1308,1394,1473,1554,1584,1850,1261,1578,2071,2635
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",303,83,36,69,147,107,599,536,500,852
+ Inventories,287,396,298,258,307,296,277,308,389,403
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,287,396,298,258,307,296,277,308,389,403
+ Other ST Assets,1195,1741,681,880,1015,1202,1094,1129,856,1652
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,33247,35548,38259,44676,47113,56993,62326,62112,67670,72662
"+ Property, Plant & Equip, Net",25460,25902,28039,32931,36503,36796,24166,26621,29442,32326
"+ Property, Plant & Equip",34407,35407,38200,43624,48108,49315,37043,40546,44488,48437
- Accumulated Depreciation,8947,9505,10161,10693,11605,12519,12877,13925,15046,16111
+ LT Investments & Receivables,2609,3979,3968,3123,3560,12963,15096,15210,15815,16821
+ LT Investments,2609,3979,3968,3123,3560,12963,15096,15210,15815,16821
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,5178,5667,6252,8622,7050,7234,23064,20281,22413,23515
+ Total Intangible Assets,1450,1346,1223,2912,2993,2645,1815,1804,1972,1946
+ Goodwill,1024,931,819,2364,2397,2373,1602,1602,1602,1602
+ Other Intangible Assets,426,415,404,548,596,272,213,202,370,344
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,3728,4321,5029,5710,4057,4589,21249,18477,20441,21569
Total Assets,37244,39732,41150,47786,50454,60638,65665,66623,72045,78574
+ Payables & Accruals,1486,1637,1592,1806,1872,1983,1933,2109,2412,2890
+ Accounts Payable,1215,1353,1275,1476,1523,1474,1234,1359,1671,1994
+ Accrued Taxes,0,0,0,0,0,0,0,0,0,0
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,271,284,317,330,349,509,699,750,741,896
+ ST Debt,1692,2202,1529,2692,2967,3752,5031,2425,3577,4371
+ ST Borrowings,1692,2202,1529,2692,2967,3752,5031,2425,3577,4371
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,1191,1230,1491,1429,1796,1788,2186,2305,4046,2638
+ Deferred Revenue,154,153,153,158,162,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,1037,1077,1338,1271,1634,1788,2186,2305,4046,2638
Total Current Liabilities,4369,5069,4612,5927,6635,7523,9150,6839,10035,9899
+ LT Debt,11253,12167,13134,14429,16445,21611,20785,21781,21068,24548
+ LT Borrowings,11253,12167,13134,14429,16445,21611,20785,21781,21068,24548
+ LT Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other LT Liabilities,9772,10396,10825,12189,12234,12256,13925,13069,13523,14871
+ Accrued Liabilities,4170,4288,4514,5448,4081,4124,4646,5291,5544,6708
+ Pension Liabilities,667,1064,1152,1208,1148,1161,1067,1059,687,410
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,4935,5044,5159,5533,7005,6971,8212,6719,7292,7753
Total Noncurrent Liabilities,21025,22563,23959,26618,28679,33867,34710,34850,34591,39419
Total Liabilities,25394,27632,28571,32545,35314,41390,43860,41689,44626,49318
+ Preferred Equity and Hybrid Capital,20,20,20,20,20,20,20,20,20,20
+ Share Capital & APIC,4818,4968,5242,5964,6298,34276,7480,7053,11862,12160
+ Common Stock,2409,2484,2621,2982,3149,17138,7480,7053,11862,12160
+ Additional Paid in Capital,2409,2484,2621,2982,3149,17138,0,0,0,0
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,8827,9339,9994,10717,10147,10104,11130,13673,13548,14201
+ Other Equity,-228,-497,-806,-748,-626,-764,-939,-500,-318,-135
Equity Before Minority Interest,11028,11346,11829,12971,12690,17158,19949,23393,26001,27135
+ Minority/Non Controlling Interest,822,754,750,2270,2450,2090,1856,1541,1418,2121
Total Equity,11850,12100,12579,15241,15140,19248,21805,24934,27419,29256
Total Liabilities & Equity,37244,39732,41150,47786,50454,60638,65665,66623,72045,78574
Shares Outstanding,244,247,248,250,251,274,292,288,317,314
Capital Leases - Total,0,0,0,0,0,0,0,0,0,0
Net Debt,12041,13799,14260,16772,19124,25173,25708,23246,24086,28549
Net Debt to Equity,101.61,114.04,113.36,110.05,126.31,130.78,117.90,93.23,87.84,97.58
Tangible Common Equity Ratio,29,28,28,27,26,29,31,36,36,36
Current Ratio,0.91,0.83,0.63,0.52,0.50,0.48,0.36,0.66,0.44,0.60
Cash Conversion Cycle,0.01,0.80,-3.03,-4.89,-12.25,-6.56,-11.31,-11.98,-3.78,2.77
Number of Employees,17122,17046,17387,16575,27708,16823,13969,27152,15390,15785
