,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,206881,247461,297064,351858,239592,334831,332703,271949,195098,226015
ST Debt,53883,63518,97528,96781,14572,105787,104512,58999,34409,51145
LT Debt,152998,183943,199536,255077,225020,229044,228191,212950,160689,174870
Total Debt/EBITDA,62.82,98.39,90.35,70.80,44.32,59.87,47.03,31.13,24.73,33.08
Net Debt/EBITDA,56.78,90.61,84.54,66.63,4.37,28.88,27.06,0.84,-4.96,9.79
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-0.77,-0.62,-0.83,-0.84,-0.58,-0.38,-0.38,-1.10,-2.02,-0.75
EBITDA-CapEx/Interest Expense,-0.77,-0.62,-0.83,-0.84,-0.58,-0.38,-0.38,-1.10,-2.02,-0.75
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-4289,-4025,-3976,-5909,-9352,-14652,-18852,-7963,-3915,-9074
Common Equity/Total Assets,6.65,6.89,7.28,7.37,7.91,8.82,9.12,8.80,9.73,10.46
Long-Term Debt/Equity (%),89.47,99.29,102.84,127.22,108.14,116.23,121.39,114.54,84.52,96.15
Long-Term Debt/Capital (%),47.00,47.94,44.31,49.10,53.51,43.52,42.98,45.68,39.47,39.36
Long-Term Debt/Total Assets (%),10.02,10.90,11.16,13.22,11.53,12.08,11.84,10.89,8.25,9.30
Total Debt/Equity (%),120.98,133.57,153.11,175.49,115.14,169.91,176.98,146.27,102.62,124.27
Total Debt/Capital (%),63.56,64.49,65.97,67.73,56.98,63.63,62.67,58.34,47.92,50.88
Total Debt/Total Assets (%),13.55,14.67,16.62,18.23,12.28,17.66,17.26,13.91,10.01,12.02
Net Debt to Equity,109.33,123.01,143.26,165.15,11.34,81.97,101.85,3.95,-20.58,36.76
Net Debt/Capital (%),61.18,62.58,64.46,66.38,11.54,45.77,49.13,3.64,-22.63,23.45
EBITDA,3293,2515,3288,4970,5406,5593,7075,8736,7890,6832
EBITDA-CapEx,3293,2515,3288,4970,5406,5593,7075,8736,7890,6832
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
