,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,449,418,381,366,355,332,319,304,281,263
Diluted Weighted Avg Shares,470,438,407,377,368,353,334,316,299,271
Basic Weighted Avg Shares,464,431,401,373,362,348,328,312,295,271
Revenue per Share,74.30,81.69,88.89,98.00,106.42,114.48,136.12,143.75,171.60,189.57
EBITDA per Share,0.79,0.85,0.92,1.02,1.33,1.47,1.97,2.20,3.68,3.12
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",4.87,6.37,5.12,4.72,8.49,5.78,14.25,17.53,5.04,-5.22
Basic EPS from Cont Ops,4.91,6.61,5.41,5.03,8.81,6.21,14.77,17.89,17.50,-5.03
"Diluted EPS, GAAP",4.81,6.27,5.05,4.67,8.36,5.70,14.03,17.31,4.96,-5.22
Diluted EPS from Cont Ops,4.85,6.50,5.34,4.97,8.67,6.12,14.53,17.67,17.25,-5.03
Dividend per Share,0.77,1.31,1.49,1.61,1.77,2.15,2.40,2.49,3.39,3.80
Cash Flow per Share,9.13,7.50,9.02,10.71,11.92,14.88,15.63,17.62,17.35,18.88
Free Cash Flow per Basic Share,8.69,6.83,8.26,9.87,11.09,14.08,14.31,16.63,16.18,17.33
Cash & Equivalents per Share,6.83,7.65,6.87,12.91,7.21,10.62,14.40,26.90,16.98,18.67
Book Value per Share,79.26,90.55,103.47,111.17,121.75,132.66,150.73,173.61,209.95,193.78
Tangible Book Value per Share,43.33,46.27,44.78,48.11,52.46,50.76,66.47,84.55,69.95,45.16
