,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,53,62,143,8,-512,707,737,673,659,792
+ Depreciation & Amortization,94,134,126,182,178,127,89,88,131,176
+ Non-Cash Items,38,53,65,95,549,101,34,65,106,253
+ Stock-Based Compensation,29,22,23,26,46,27,39,57,72,103
+ Deferred Income Taxes,-31,-2,-7,22,-94,-6,10,-19,-24,-66
+ Asset Impairment Charge,0,0,0,0,470,0,0,0,0,208
+ Other Non-Cash Adj,41,34,49,47,127,80,-15,27,58,8
+ Chg in Non-Cash Work Cap,5,811,791,388,589,-1249,-433,1064,1223,-448
+ (Inc) Dec in Accts Receiv,-149,-298,56,-348,103,-530,-76,-100,-415,-95
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,-23,-20,-35,-69,-56,6,28,-16,-19,-124
+ Inc (Dec) in Accts Payable,236,1012,768,763,592,-755,-408,1068,1655,-220
+ Inc (Dec) in Other,-59,116,2,42,-50,30,23,112,2,-9
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,190,1060,1125,673,804,-314,427,1890,2119,773
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-98,-115,-132,-176,-86,-30,-57,-74,-77,-91
+ Acq of Fixed Prod Assets,-98,-115,-132,-176,-86,-30,-57,-74,-77,-91
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,-370,-321,-797,37,-947,1001,-234,427,-1384,-515
+ Dec in LT Investment,400,633,1126,1966,1771,2445,2302,1097,1329,1398
+ Inc in LT Investment,-770,-953,-1923,-1929,-2718,-1444,-2536,-670,-2713,-1913
+ Net Cash From Acq & Div,-62,-44,-450,-48,0,190,0,-755,-129,-134
+ Cash from Divestitures,0,0,0,0,0,190,0,0,0,0
+ Cash for Acq of Subs,-62,-44,-450,-48,0,0,0,-755,-129,-134
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-13,-56,-41,-15,-40,-18,-2,2,-63,-50
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-543,-536,-1420,-202,-1073,1143,-293,-400,-1653,-790
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,609,112,689,0,625,-662,200,639,17,0
+ Cash From Debt,697,123,689,0,625,0,440,2189,740,0
+ Repayments of Debt,-87,-10,0,0,0,-662,-240,-1550,-723,0
+ Cash (Repurchase) of Equity,-43,14,391,18,19,0,-47,-606,-181,-454
+ Increase in Capital Stock,9,14,391,18,19,0,0,0,0,0
+ Decrease in Capital Stock,-53,0,0,0,0,0,-47,-606,-181,-454
+ Other Financing Activities,-73,-48,5,1,-8,-531,-705,192,-19,13
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,493,79,1085,19,636,-1193,-552,225,-183,-441
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,140,603,790,490,367,-364,-418,1715,283,-458
EBITDA,230,327,513,420,327,1319,1139,1166,1151,1557
EBITDA Margin (%),3.50,3.39,3.65,2.37,1.64,6.98,6.77,6.00,4.14,4.87
Net Cash Paid for Acquisitions,62,44,450,48,0,-190,0,755,129,134
Free Cash Flow,92,945,993,497,718,-344,370,1816,2042,682
Free Cash Flow to Firm,121,972,1023,503,0,-263,436,1887,2132,764
Free Cash Flow to Equity,701,1057,1682,497,1343,-1006,570,2455,2059,682
Free Cash Flow per Basic Share,2.00,20.11,19.10,9.04,12.82,-5.64,5.95,30.78,35.21,11.80
Price/Free Cash Flow,5.54,2.18,2.71,3.58,4.82,-26.81,18.02,6.31,8.56,22.36
Cash Flow to Net Income,3.59,17.04,7.87,84.13,-1.57,-0.44,0.58,2.81,3.22,0.98
