,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,9555,9742,10703,11293,11809,14757,16238,16705,16366,18047
ST Debt,533,228,20,331,19,18,245,401,181,151
LT Debt,9022,9514,10683,10962,11790,14739,15993,16304,16185,17896
Total Debt/EBITDA,2.09,2.04,2.23,2.41,2.32,2.42,2.61,2.91,2.49,2.48
Net Debt/EBITDA,1.96,1.90,2.10,2.28,2.24,2.28,2.46,2.36,2.15,2.21
Total Debt/EBIT,2.75,2.70,2.99,3.33,3.13,3.09,3.33,3.83,3.18,3.12
Net Debt/EBIT,2.58,2.51,2.81,3.15,3.02,2.91,3.14,3.11,2.75,2.78
EBITDA to Interest Expense,8.14,8.74,8.81,8.10,9.32,9.55,8.44,7.62,9.09,9.82
EBITDA-CapEx/Interest Expense,4.03,4.25,4.10,3.96,5.58,6.82,6.20,5.46,6.61,6.94
EBIT to Interest Expense,6.18,6.63,6.59,5.85,6.91,7.47,6.61,5.79,7.12,7.80
Interest Expense,562,545,544,579,546,639,737,754,722,742
Common Equity/Total Assets,34.44,35.48,34.83,34.40,41.90,35.33,31.83,33.40,34.13,29.65
Long-Term Debt/Equity (%),85.89,85.13,91.56,93.74,80.09,117.16,134.81,124.36,119.89,141.75
Long-Term Debt/Capital (%),43.96,44.27,46.60,46.67,43.99,53.12,56.25,54.34,53.58,58.70
Long-Term Debt/Total Assets (%),28.39,28.78,30.49,30.95,32.99,40.13,41.80,40.97,39.93,42.70
Total Debt/Equity (%),90.97,87.17,91.73,96.57,80.22,117.31,136.88,127.42,121.23,142.95
Total Debt/Capital (%),46.56,45.33,46.69,48.08,44.07,53.18,57.12,55.68,54.18,59.20
Total Debt/Total Assets (%),30.06,29.47,30.55,31.89,33.04,40.18,42.44,41.98,40.38,43.06
Net Debt to Equity,85.33,81.18,86.35,91.41,77.49,110.48,128.80,103.55,104.64,127.44
Net Debt/Capital (%),44.97,43.57,45.19,46.71,43.22,51.69,55.62,50.52,50.51,56.40
EBITDA,4577,4764,4792,4690,5088,6104,6223,5745,6560,7285
EBITDA-CapEx,2264,2315,2230,2292,3048,4359,4566,4119,4769,5152
Operating Income (Loss),3473,3613,3584,3389,3773,4773,4874,4362,5140,5785
